Epoch,Slope,Intercept
755,-1.355098,0.690267
756,-1.358854,0.691795
757,-1.362594,0.693318
758,-1.366318,0.694834
759,-1.370026,0.696346
760,-1.373717,0.697851
761,-1.377392,0.699351
762,-1.381051,0.700846
763,-1.384693,0.702335
764,-1.388319,0.703818
765,-1.391929,0.705295
766,-1.395523,0.706767
767,-1.399101,0.708234
768,-1.402663,0.709694
769,-1.406209,0.711149
770,-1.409738,0.712599
771,-1.413252,0.714043
772,-1.416749,0.715481
773,-1.420231,0.716913
774,-1.423696,0.718340
775,-1.427146,0.719762
776,-1.430579,0.721178
777,-1.433997,0.722588
778,-1.437398,0.723992
779,-1.440784,0.725391
780,-1.444154,0.726785
781,-1.447509,0.728173
782,-1.450847,0.729555
783,-1.454170,0.730932
784,-1.457477,0.732303
785,-1.460768,0.733668
786,-1.464043,0.735028
787,-1.467303,0.736383
788,-1.470548,0.737732
789,-1.473776,0.739075
790,-1.476990,0.740413
791,-1.480187,0.741745
792,-1.483370,0.743072
793,-1.486536,0.744393
794,-1.489688,0.745709
795,-1.492824,0.747019
796,-1.495944,0.748324
797,-1.499050,0.749623
798,-1.502140,0.750917
799,-1.505215,0.752205
800,-1.508274,0.753488
801,-1.511319,0.754765
802,-1.514348,0.756037
803,-1.517362,0.757304
804,-1.520362,0.758565
805,-1.523346,0.759820
806,-1.526315,0.761071
807,-1.529269,0.762315
808,-1.532209,0.763555
809,-1.535133,0.764789
810,-1.538043,0.766017
811,-1.540938,0.767241
812,-1.543818,0.768459
813,-1.546683,0.769671
814,-1.549534,0.770879
815,-1.552370,0.772081
816,-1.555192,0.773277
817,-1.557999,0.774468
818,-1.560791,0.775654
819,-1.563569,0.776835
820,-1.566333,0.778011
821,-1.569082,0.779181
822,-1.571817,0.780346
823,-1.574538,0.781506
824,-1.577245,0.782660
825,-1.579937,0.783810
826,-1.582615,0.784954
827,-1.585279,0.786093
828,-1.587929,0.787226
829,-1.590565,0.788355
830,-1.593187,0.789478
831,-1.595795,0.790597
832,-1.598389,0.791710
833,-1.600970,0.792818
834,-1.603536,0.793921
835,-1.606089,0.795019
836,-1.608628,0.796112
837,-1.611154,0.797199
838,-1.613666,0.798282
839,-1.616164,0.799360
840,-1.618649,0.800432
841,-1.621120,0.801500
842,-1.623578,0.802563
843,-1.626023,0.803620
844,-1.628454,0.804673
845,-1.630872,0.805721
846,-1.633277,0.806763
847,-1.635668,0.807801
848,-1.638047,0.808834
849,-1.640412,0.809862
850,-1.642765,0.810886
851,-1.645104,0.811904
852,-1.647431,0.812917
853,-1.649744,0.813926
854,-1.652045,0.814930
855,-1.654333,0.815929
856,-1.656608,0.816923
857,-1.658870,0.817913
858,-1.661120,0.818897
859,-1.663358,0.819877
860,-1.665582,0.820852
861,-1.667795,0.821823
862,-1.669994,0.822789
863,-1.672182,0.823750
864,-1.674357,0.824706
865,-1.676520,0.825658
866,-1.678670,0.826605
867,-1.680808,0.827547
868,-1.682934,0.828485
869,-1.685049,0.829419
870,-1.687151,0.830347
871,-1.689241,0.831271
872,-1.691319,0.832191
873,-1.693385,0.833106
874,-1.695439,0.834017
875,-1.697482,0.834923
876,-1.699512,0.835824
877,-1.701531,0.836721
878,-1.703539,0.837614
879,-1.705535,0.838502
880,-1.707519,0.839386
881,-1.709492,0.840265
882,-1.711453,0.841140
883,-1.713403,0.842010
884,-1.715341,0.842877
885,-1.717268,0.843738
886,-1.719184,0.844596
887,-1.721089,0.845449
888,-1.722983,0.846298
889,-1.724865,0.847143
890,-1.726737,0.847983
891,-1.728597,0.848819
892,-1.730447,0.849651
893,-1.732285,0.850479
