Epoch,Slope,Intercept
974,-1.000666,1.546793
975,-1.000668,1.546761
976,-1.000670,1.546729
977,-1.000672,1.546697
978,-1.000674,1.546666
979,-1.000676,1.546634
980,-1.000678,1.546602
981,-1.000679,1.546571
982,-1.000681,1.546539
983,-1.000683,1.546508
984,-1.000685,1.546477
985,-1.000687,1.546445
986,-1.000689,1.546414
987,-1.000690,1.546383
988,-1.000692,1.546352
989,-1.000694,1.546321
990,-1.000695,1.546290
991,-1.000697,1.546259
992,-1.000699,1.546228
993,-1.000700,1.546197
994,-1.000702,1.546166
995,-1.000704,1.546135
996,-1.000705,1.546105
997,-1.000707,1.546074
998,-1.000709,1.546044
999,-1.000710,1.546013
1000,-1.000712,1.545983
1001,-1.000713,1.545952
1002,-1.000715,1.545922
1003,-1.000716,1.545892
1004,-1.000718,1.545862
1005,-1.000719,1.545832
1006,-1.000721,1.545802
1007,-1.000722,1.545772
1008,-1.000724,1.545742
1009,-1.000725,1.545712
1010,-1.000727,1.545682
1011,-1.000728,1.545652
1012,-1.000729,1.545622
1013,-1.000731,1.545593
1014,-1.000732,1.545563
1015,-1.000733,1.545533
1016,-1.000735,1.545504
1017,-1.000736,1.545474
1018,-1.000737,1.545445
1019,-1.000739,1.545416
1020,-1.000740,1.545386
1021,-1.000741,1.545357
1022,-1.000742,1.545328
1023,-1.000744,1.545299
1024,-1.000745,1.545270
1025,-1.000746,1.545241
1026,-1.000747,1.545212
1027,-1.000749,1.545183
1028,-1.000750,1.545154
1029,-1.000751,1.545125
1030,-1.000752,1.545096
1031,-1.000753,1.545068
1032,-1.000754,1.545039
1033,-1.000756,1.545010
1034,-1.000757,1.544982
1035,-1.000758,1.544953
1036,-1.000759,1.544925
1037,-1.000760,1.544897
1038,-1.000761,1.544868
1039,-1.000762,1.544840
1040,-1.000763,1.544812
1041,-1.000764,1.544784
1042,-1.000765,1.544755
1043,-1.000766,1.544727
1044,-1.000767,1.544699
1045,-1.000768,1.544671
1046,-1.000769,1.544643
1047,-1.000770,1.544616
1048,-1.000771,1.544588
1049,-1.000772,1.544560
1050,-1.000773,1.544532
1051,-1.000774,1.544505
1052,-1.000775,1.544477
1053,-1.000776,1.544449
1054,-1.000777,1.544422
1055,-1.000778,1.544394
1056,-1.000778,1.544367
1057,-1.000779,1.544340
1058,-1.000780,1.544312
1059,-1.000781,1.544285
1060,-1.000782,1.544258
1061,-1.000783,1.544231
1062,-1.000784,1.544204
1063,-1.000784,1.544177
1064,-1.000785,1.544150
1065,-1.000786,1.544123
1066,-1.000787,1.544096
1067,-1.000788,1.544069
1068,-1.000788,1.544042
